customer_id,customer_name,gender,age,city,state,signup_date,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment,Purchase_Status
C2358,Aarav Chauhan,Male,58,Hubballi,Karnataka,2023-03-18,369,1,215.55,1,1,1,111,3,Hibernating,Purchased
C2359,Tanya Yadav,Female,19,Jodhpur,Rajasthan,2025-07-29,138,4,41257.95999999999,2,2,1,221,5,Hibernating,Purchased
C2360,Manish Verma,Female,58,Nagpur,Maharashtra,2024-01-03,434,5,92797.18000000001,1,3,2,132,6,At Risk,Purchased
C2361,Rohit Verma,Male,28,Kota,Rajasthan,2023-02-24,7,15,313493.48,5,5,4,554,14,Champions,Purchased
C2362,Vikas Agarwal,Female,37,Delhi,Delhi,2025-11-16,10,6,195036.68000000002,5,3,3,533,11,Loyal Customers,Purchased
C2363,Tanya Srivastava,Male,64,Vadodara,Gujarat,2023-07-28,45,1,10917.0,4,1,1,411,6,New Customers,Purchased
C2364,Nikhil Mehta,Male,32,Kanpur,Uttar Pradesh,2023-12-21,20,16,592103.63,5,5,5,555,15,Champions,Purchased
C2365,Aarav Singh,Male,63,Hubballi,Karnataka,2023-06-05,1,12,227050.0,5,4,3,543,12,Loyal Customers,Purchased
C2366,Rahul Patel,Male,42,Chennai,Tamil Nadu,2024-11-11,24,3,127775.72,5,2,2,522,9,New Customers,Purchased
C2367,Neha Singh,Female,18,Thane,Maharashtra,2025-08-08,44,1,385.03000000000003,4,1,1,411,6,New Customers,Purchased
C2368,Yash Jain,Female,57,Varanasi,Uttar Pradesh,2024-07-23,90,7,161135.44,3,3,3,333,9,Loyal Customers,Purchased
C2369,Pooja Jain,Male,20,Aurangabad,Maharashtra,2025-08-09,171,3,11582.220000000001,2,2,1,221,5,Hibernating,Purchased
C2370,Priya Joshi,Female,48,New Delhi,Delhi,2025-10-22,,,,,,,,,No Purchase,No Purchase
C2371,Varun Shah,Male,40,Prayagraj,Uttar Pradesh,2025-08-13,38,7,637394.88,4,3,5,435,12,Loyal Customers,Purchased
C2372,Ayush Srivastava,Male,24,Indore,Madhya Pradesh,2023-06-28,16,17,408274.76,5,5,4,554,14,Champions,Purchased
C2373,Kavya Sharma,Female,42,Hubballi,Karnataka,2023-08-14,206,2,64535.770000000004,2,1,2,212,5,Hibernating,Purchased
C2374,Aditi Bansal,Female,35,Hyderabad,Telangana,2023-11-24,73,5,109424.13999999998,3,3,2,332,8,Potential Loyalists,Purchased
C2375,Neha Sharma,Female,22,Gaya,Bihar,2024-11-29,305,3,140696.83000000002,1,2,3,123,6,At Risk,Purchased
C2376,Vivek Mishra,Male,44,Lucknow,Uttar Pradesh,2025-08-02,63,4,428103.26999999996,3,2,5,325,10,Potential Loyalists,Purchased
C2377,Aditya Srivastava,Male,20,Kota,Rajasthan,2023-12-09,11,12,365923.63,5,4,4,544,13,Champions,Purchased
C2378,Aditi Malhotra,Male,43,Panipat,Haryana,2024-12-30,19,7,168967.91,5,3,3,533,11,Loyal Customers,Purchased
C2379,Sameer Gupta,Female,28,Ahmedabad,Gujarat,2023-07-25,55,6,104352.39,4,3,2,432,9,Potential Loyalists,Purchased
C2380,Meera Patel,Male,57,Hubballi,Karnataka,2024-08-17,246,3,136587.22,1,2,3,123,6,At Risk,Purchased
C2381,Arjun Kapoor,Female,63,Mysuru,Karnataka,2025-05-03,310,4,320886.9,1,2,4,124,7,At Risk,Purchased
C2382,Kavya Tiwari,Male,62,Agra,Uttar Pradesh,2024-03-08,131,7,353956.98,2,3,4,234,9,At Risk,Purchased
C2383,Vivek Joshi,Male,63,Chennai,Tamil Nadu,2023-06-28,117,2,92879.51999999999,2,1,2,212,5,Hibernating,Purchased
C2384,Ananya Sharma,Male,22,Patna,Bihar,2024-03-26,24,5,135467.67,5,3,3,533,11,Loyal Customers,Purchased
C2385,Arjun Patel,Female,42,Patna,Bihar,2025-04-14,61,2,54124.09,3,1,2,312,6,Potential Loyalists,Purchased
C2386,Vikas Gupta,Female,28,Agra,Uttar Pradesh,2025-10-20,34,8,191085.3,4,4,3,443,11,Loyal Customers,Purchased
C2387,Sneha Sharma,Other,22,Udaipur,Rajasthan,2024-11-05,19,7,335040.06,5,3,4,534,12,Loyal Customers,Purchased
C2388,Karan Mehta,Female,36,Delhi,Delhi,2025-01-04,55,22,762563.18,4,5,5,455,14,Champions,Purchased
C2389,Yash Bansal,Female,38,Indore,Madhya Pradesh,2024-04-04,72,7,334663.19999999995,3,3,4,334,10,Loyal Customers,Purchased
C2390,Riya Sharma,Male,32,Prayagraj,Uttar Pradesh,2025-10-14,83,5,443330.6,3,3,5,335,11,Loyal Customers,Purchased
C2391,Kavya Bansal,Female,23,Indore,Madhya Pradesh,2025-08-10,26,12,469962.68,4,4,5,445,13,Champions,Purchased
C2392,Amit Kapoor,Female,37,Hyderabad,Telangana,2025-11-30,,,,,,,,,No Purchase,No Purchase
C2393,Sneha Bansal,Female,25,Lucknow,Uttar Pradesh,2025-08-03,184,3,54397.24,2,2,2,222,6,Hibernating,Purchased
C2394,Divya Verma,Male,19,Noida,Uttar Pradesh,2024-08-21,318,1,27189.03,1,1,1,111,3,Hibernating,Purchased
C2395,Deepak Agarwal,Male,39,Warangal,Telangana,2025-11-17,23,13,633681.0399999999,5,5,5,555,15,Champions,Purchased
C2396,Rahul Kumar,Female,21,Ghaziabad,Uttar Pradesh,2024-10-29,43,4,100688.89,4,2,2,422,8,New Customers,Purchased
C2397,Rohit Verma,Male,64,Madurai,Tamil Nadu,2024-10-20,,,,,,,,,No Purchase,No Purchase
C2398,Rohit Mishra,Male,58,Gwalior,Madhya Pradesh,2024-12-19,64,9,89857.67,3,4,2,342,9,At Risk,Purchased
C2399,Tanya Mishra,Male,62,Vadodara,Gujarat,2023-07-23,184,3,201332.34,2,2,3,223,7,At Risk,Purchased
C2400,Ankit Gupta,Female,22,Bengaluru,Karnataka,2025-07-07,111,7,102426.88,3,3,2,332,8,Potential Loyalists,Purchased
C2401,Amit Gupta,Male,40,Mysuru,Karnataka,2024-02-02,72,4,287729.52,3,2,4,324,9,Potential Loyalists,Purchased
C2402,Nikhil Tiwari,Female,57,Prayagraj,Uttar Pradesh,2024-12-22,52,4,157324.66,4,2,3,423,9,New Customers,Purchased
C2403,Deepak Bansal,Female,45,Patna,Bihar,2025-07-13,169,11,397055.44,2,4,4,244,10,Can't Lose Them,Purchased
C2404,Shreya Mishra,Female,32,New Delhi,Delhi,2023-05-06,,,,,,,,,No Purchase,No Purchase
C2405,Meera Tiwari,Male,57,Aurangabad,Maharashtra,2023-11-26,,,,,,,,,No Purchase,No Purchase
C2406,Sneha Verma,Female,32,Mumbai,Maharashtra,2025-10-28,,,,,,,,,No Purchase,No Purchase
C2407,Rakesh Jain,Male,64,Muzaffarpur,Bihar,2024-01-31,39,24,581091.17,4,5,5,455,14,Champions,Purchased
C2408,Amit Saxena,Male,22,Prayagraj,Uttar Pradesh,2024-12-24,289,1,1538.68,1,1,1,111,3,Hibernating,Purchased
C2409,Ankit Jain,Male,51,Faridabad,Haryana,2024-09-06,75,4,144544.9,3,2,3,323,8,Potential Loyalists,Purchased
C2410,Sneha Verma,Male,18,Udaipur,Rajasthan,2025-08-10,5,21,923110.37,5,5,5,555,15,Champions,Purchased
C2411,Ankit Agarwal,Female,61,Hyderabad,Telangana,2024-07-12,28,3,54753.78,4,2,2,422,8,New Customers,Purchased
C2412,Karan Shah,Male,35,Gaya,Bihar,2024-04-10,82,12,422447.4,3,4,5,345,12,Loyal Customers,Purchased
C2413,Karan Joshi,Female,18,Panipat,Haryana,2023-01-18,3,14,429016.38,5,5,5,555,15,Champions,Purchased
C2414,Suresh Jain,Male,58,Gwalior,Madhya Pradesh,2024-06-03,48,7,216624.83000000002,4,3,3,433,10,Loyal Customers,Purchased
C2415,Vikas Jain,Other,64,Agra,Uttar Pradesh,2024-10-02,282,6,57466.149999999994,1,3,2,132,6,At Risk,Purchased
C2416,Tanya Yadav,Female,62,Warangal,Telangana,2025-01-24,144,5,166793.68,2,3,3,233,8,At Risk,Purchased
C2417,Sneha Shah,Male,41,Salem,Tamil Nadu,2025-05-04,,,,,,,,,No Purchase,No Purchase
C2418,Komal Verma,Female,20,Chennai,Tamil Nadu,2025-04-30,195,3,63133.59,2,2,2,222,6,Hibernating,Purchased
C2419,Deepak Srivastava,Male,28,Faridabad,Haryana,2024-05-17,119,13,648344.27,2,5,5,255,12,Can't Lose Them,Purchased
C2420,Rakesh Kapoor,Female,19,Gaya,Bihar,2023-03-27,,,,,,,,,No Purchase,No Purchase
C2421,Pooja Jain,Female,20,Udaipur,Rajasthan,2023-10-06,130,4,62536.689999999995,2,2,2,222,6,Hibernating,Purchased
C2422,Shivam Kapoor,Female,25,Salem,Tamil Nadu,2024-03-22,36,14,362134.68,4,5,4,454,13,Champions,Purchased
C2423,Kavya Sharma,Male,45,Hubballi,Karnataka,2025-12-07,150,3,137131.18,2,2,3,223,7,At Risk,Purchased
C2424,Akash Mishra,Other,54,Delhi,Delhi,2025-04-22,48,5,513478.3900000001,4,3,5,435,12,Loyal Customers,Purchased
C2425,Shreya Jain,Female,46,New Delhi,Delhi,2025-09-06,31,6,94037.78,4,3,2,432,9,Potential Loyalists,Purchased
C2426,Sameer Patel,Female,27,Hubballi,Karnataka,2025-12-22,5,6,270055.8,5,3,4,534,12,Loyal Customers,Purchased
C2427,Karan Kapoor,Male,46,Ghaziabad,Uttar Pradesh,2023-05-26,341,4,6786.62,1,2,1,121,4,Hibernating,Purchased
C2428,Sneha Chauhan,Male,29,Varanasi,Uttar Pradesh,2023-01-13,,,,,,,,,No Purchase,No Purchase
C2429,Yash Agarwal,Female,40,Siliguri,West Bengal,2024-09-20,561,1,1240.2199999999998,1,1,1,111,3,Hibernating,Purchased
C2430,Sneha Agarwal,Female,60,Bengaluru,Karnataka,2023-10-17,396,1,69167.34,1,1,2,112,4,Hibernating,Purchased
C2431,Ankit Joshi,Female,24,Bhopal,Madhya Pradesh,2025-08-09,40,23,1412094.19,4,5,5,455,14,Champions,Purchased
C2432,Yash Yadav,Female,59,Ahmedabad,Gujarat,2024-05-24,237,1,1023.6,2,1,1,211,4,Hibernating,Purchased
C2433,Aarav Kumar,Female,31,Agra,Uttar Pradesh,2023-01-11,62,2,41462.840000000004,3,1,1,311,5,Potential Loyalists,Purchased
C2434,Riya Chauhan,Male,50,Prayagraj,Uttar Pradesh,2023-09-02,21,6,155913.64,5,3,3,533,11,Loyal Customers,Purchased
C2435,Sanjay Saxena,Female,30,Pune,Maharashtra,2024-01-09,158,3,146852.83,2,2,3,223,7,At Risk,Purchased
C2436,Pooja Chauhan,Male,25,Muzaffarpur,Bihar,2023-01-30,242,4,130272.14,1,2,3,123,6,At Risk,Purchased
C2437,Komal Verma,Female,39,Mumbai,Maharashtra,2023-12-14,270,2,21674.77,1,1,1,111,3,Hibernating,Purchased
C2438,Ankit Sharma,Male,36,Chennai,Tamil Nadu,2024-08-13,132,3,82041.14,2,2,2,222,6,Hibernating,Purchased
C2439,Sakshi Jain,Female,42,Gwalior,Madhya Pradesh,2025-09-05,152,4,23669.06,2,2,1,221,5,Hibernating,Purchased
C2440,Manish Tiwari,Female,29,Patna,Bihar,2024-12-12,53,11,216070.24,4,4,3,443,11,Loyal Customers,Purchased
C2441,Shivam Kumar,Female,64,Thane,Maharashtra,2023-04-13,24,4,39447.12,5,2,1,521,8,New Customers,Purchased
C2442,Arjun Kumar,Male,50,Prayagraj,Uttar Pradesh,2024-03-31,172,2,3664.8599999999997,2,1,1,211,4,Hibernating,Purchased
C2443,Manish Singh,Female,58,Kanpur,Uttar Pradesh,2025-04-21,7,24,669591.15,5,5,5,555,15,Champions,Purchased
C2444,Karan Bansal,Male,55,Noida,Uttar Pradesh,2024-02-10,39,21,936780.78,4,5,5,455,14,Champions,Purchased
C2445,Ankit Bansal,Male,52,Pune,Maharashtra,2024-09-08,239,6,289081.64,1,3,4,134,8,At Risk,Purchased
C2446,Priya Malhotra,Female,24,Ahmedabad,Gujarat,2025-12-15,66,7,389843.58,3,3,4,334,10,Loyal Customers,Purchased
C2447,Komal Singh,Female,46,Gwalior,Madhya Pradesh,2023-05-31,139,7,207868.22999999998,2,3,3,233,8,At Risk,Purchased
C2448,Rakesh Kapoor,Male,61,Salem,Tamil Nadu,2024-06-06,68,4,181017.38,3,2,3,323,8,Potential Loyalists,Purchased
C2449,Neha Jain,Female,22,Rajkot,Gujarat,2024-10-29,65,7,159960.87,3,3,3,333,9,Loyal Customers,Purchased
C2450,Nisha Gupta,Male,40,Thane,Maharashtra,2025-05-23,,,,,,,,,No Purchase,No Purchase
C2451,Isha Yadav,Female,26,Warangal,Telangana,2025-07-05,,,,,,,,,No Purchase,No Purchase
C2452,Aarav Shah,Female,56,Rajkot,Gujarat,2023-11-11,57,4,91853.46000000002,4,2,2,422,8,New Customers,Purchased
C2453,Priya Mishra,Female,62,Panipat,Haryana,2024-05-26,359,3,219616.16,1,2,3,123,6,At Risk,Purchased
C2454,Deepak Chauhan,Female,20,Bhopal,Madhya Pradesh,2025-06-28,290,2,62726.67,1,1,2,112,4,Hibernating,Purchased
C2455,Shreya Patel,Female,56,Delhi,Delhi,2025-07-07,118,2,190201.12000000002,2,1,3,213,6,At Risk,Purchased
C2456,Sneha Agarwal,Female,35,Kanpur,Uttar Pradesh,2025-06-20,29,4,278895.3,4,2,4,424,10,New Customers,Purchased
C2457,Divya Malhotra,Male,64,Nagpur,Maharashtra,2025-01-01,149,3,199315.93,2,2,3,223,7,At Risk,Purchased
C2458,Varun Malhotra,Male,18,Hubballi,Karnataka,2023-10-21,60,9,737616.24,3,4,5,345,12,Loyal Customers,Purchased
C2459,Rohit Sharma,Female,27,Indore,Madhya Pradesh,2024-02-08,9,3,110229.0,5,2,2,522,9,New Customers,Purchased
C2460,Sanjay Joshi,Male,52,New Delhi,Delhi,2024-12-19,70,8,200235.93,3,4,3,343,10,Loyal Customers,Purchased
C2461,Nikhil Verma,Female,55,Kolkata,West Bengal,2023-10-06,,,,,,,,,No Purchase,No Purchase
C2462,Aditya Agarwal,Male,21,Coimbatore,Tamil Nadu,2025-01-16,726,1,979.92,1,1,1,111,3,Hibernating,Purchased
C2463,Karan Kapoor,Female,25,Nashik,Maharashtra,2024-07-17,173,4,265280.51,2,2,4,224,8,At Risk,Purchased
C2464,Priya Mehta,Male,34,Delhi,Delhi,2024-04-29,359,2,3350.15,1,1,1,111,3,Hibernating,Purchased
C2465,Sanjay Agarwal,Female,19,Jaipur,Rajasthan,2024-01-25,77,17,595293.8,3,5,5,355,13,Loyal Customers,Purchased
C2466,Ayush Gupta,Female,55,Udaipur,Rajasthan,2025-04-27,291,1,624.53,1,1,1,111,3,Hibernating,Purchased
C2467,Komal Shah,Male,50,Hubballi,Karnataka,2024-05-24,200,5,16349.09,2,3,1,231,6,At Risk,Purchased
C2468,Nikhil Mishra,Female,53,Aurangabad,Maharashtra,2023-12-03,10,33,1153066.27,5,5,5,555,15,Champions,Purchased
C2469,Sneha Tiwari,Male,40,Durgapur,West Bengal,2024-02-25,,,,,,,,,No Purchase,No Purchase
C2470,Varun Shah,Female,48,Mumbai,Maharashtra,2024-06-14,45,12,186129.3,4,4,3,443,11,Loyal Customers,Purchased
C2471,Priya Srivastava,Female,45,Bhopal,Madhya Pradesh,2024-11-07,220,3,95992.54000000001,2,2,2,222,6,Hibernating,Purchased
C2472,Ankit Agarwal,Male,51,Aurangabad,Maharashtra,2025-12-20,360,8,321926.47000000003,1,4,4,144,9,Can't Lose Them,Purchased
C2473,Tanya Saxena,Male,39,Ghaziabad,Uttar Pradesh,2024-01-08,47,6,156026.61000000002,4,3,3,433,10,Loyal Customers,Purchased
C2474,Yash Singh,Male,49,Madurai,Tamil Nadu,2023-07-15,26,12,342780.72,4,4,4,444,12,Champions,Purchased
C2475,Arjun Yadav,Male,48,Salem,Tamil Nadu,2025-12-06,30,10,133838.54,4,4,3,443,11,Loyal Customers,Purchased
C2476,Varun Singh,Female,48,Madurai,Tamil Nadu,2023-06-11,45,14,405404.12,4,5,4,454,13,Champions,Purchased
C2477,Amit Sharma,Male,59,Bengaluru,Karnataka,2025-09-16,203,2,12196.49,2,1,1,211,4,Hibernating,Purchased
C2478,Deepak Tiwari,Female,34,Muzaffarpur,Bihar,2023-06-05,105,3,97289.41,3,2,2,322,7,Potential Loyalists,Purchased
C2479,Sneha Kapoor,Female,60,Chennai,Tamil Nadu,2024-02-03,34,9,530470.79,4,4,5,445,13,Champions,Purchased
C2480,Kavya Joshi,Female,19,Mysuru,Karnataka,2025-12-28,48,3,39810.77,4,2,1,421,7,New Customers,Purchased
C2481,Vikas Shah,Female,41,Bengaluru,Karnataka,2023-06-25,92,7,19393.589999999997,3,3,1,331,7,Potential Loyalists,Purchased
C2482,Ankit Mehta,Male,39,Prayagraj,Uttar Pradesh,2024-10-29,36,2,41835.84,4,1,1,411,6,New Customers,Purchased
C2483,Manish Joshi,Female,59,Ahmedabad,Gujarat,2023-07-28,139,4,235516.46000000002,2,2,3,223,7,At Risk,Purchased
C2484,Komal Saxena,Female,20,Nashik,Maharashtra,2023-01-27,365,7,148349.99000000002,1,3,3,133,7,At Risk,Purchased
C2485,Priya Mehta,Female,28,Rajkot,Gujarat,2025-01-30,,,,,,,,,No Purchase,No Purchase
C2486,Aditya Kapoor,Male,40,Prayagraj,Uttar Pradesh,2025-11-16,160,14,312754.98000000004,2,5,4,254,11,Can't Lose Them,Purchased
C2487,Rahul Yadav,Male,57,Patna,Bihar,2025-04-11,16,22,828104.13,5,5,5,555,15,Champions,Purchased
C2488,Rakesh Chauhan,Other,40,Hubballi,Karnataka,2025-11-21,2,23,912877.5099999999,5,5,5,555,15,Champions,Purchased
C2489,Akash Sharma,Female,48,Faridabad,Haryana,2024-07-31,53,8,167617.29,4,4,3,443,11,Loyal Customers,Purchased
C2490,Ananya Agarwal,Male,26,Mangaluru,Karnataka,2024-11-03,52,6,117258.34999999999,4,3,2,432,9,Potential Loyalists,Purchased
C2491,Ayush Srivastava,Female,63,Agra,Uttar Pradesh,2025-12-12,9,10,214162.63,5,4,3,543,12,Loyal Customers,Purchased
C2492,Rakesh Gupta,Male,55,Hyderabad,Telangana,2024-07-05,54,5,84048.38,4,3,2,432,9,Potential Loyalists,Purchased
C2493,Yash Kumar,Female,20,Jaipur,Rajasthan,2023-02-12,206,9,150417.49,2,4,3,243,9,At Risk,Purchased
C2494,Vikas Agarwal,Male,51,Hyderabad,Telangana,2023-09-19,1,11,708600.0,5,4,5,545,14,Champions,Purchased
C2495,Aditi Jain,Male,24,Hubballi,Karnataka,2024-11-10,,,,,,,,,No Purchase,No Purchase
C2496,Vivek Tiwari,Male,44,Rajkot,Gujarat,2025-07-27,44,8,432876.36,4,4,5,445,13,Champions,Purchased
C2497,Ananya Saxena,Male,52,Faridabad,Haryana,2024-10-26,29,9,266349.27999999997,4,4,4,444,12,Champions,Purchased
C2498,Kavya Patel,Male,62,Rajkot,Gujarat,2024-03-20,343,3,177383.25,1,2,3,123,6,At Risk,Purchased
C2499,Ananya Chauhan,Male,21,New Delhi,Delhi,2023-12-18,212,1,49761.75,2,1,1,211,4,Hibernating,Purchased
C2500,Vikas Joshi,Male,31,Kota,Rajasthan,2025-01-18,9,19,1176821.24,5,5,5,555,15,Champions,Purchased
C2501,Suresh Srivastava,Female,51,Jaipur,Rajasthan,2025-09-11,118,20,508703.91000000003,2,5,5,255,12,Can't Lose Them,Purchased
C2502,Arjun Verma,Female,30,Patna,Bihar,2023-11-01,57,2,6427.03,4,1,1,411,6,New Customers,Purchased
C2503,Aditi Patel,Female,52,Delhi,Delhi,2024-08-28,,,,,,,,,No Purchase,No Purchase
C2504,Priya Sharma,Male,26,Mysuru,Karnataka,2024-04-13,108,11,501681.16000000003,3,4,5,345,12,Loyal Customers,Purchased
C2505,Shivam Sharma,Male,25,Hyderabad,Telangana,2023-09-27,85,4,115170.53,3,2,2,322,7,Potential Loyalists,Purchased
C2506,Vikas Kapoor,Female,44,Salem,Tamil Nadu,2024-03-19,345,1,111962.68000000001,1,1,2,112,4,Hibernating,Purchased
C2507,Vivek Kumar,Female,51,Kolkata,West Bengal,2023-04-07,36,9,161778.52,4,4,3,443,11,Loyal Customers,Purchased
C2508,Ankit Shah,Female,27,Hubballi,Karnataka,2024-08-03,328,6,32573.470000000005,1,3,1,131,5,At Risk,Purchased
C2509,Ankit Malhotra,Female,59,Pune,Maharashtra,2023-04-28,155,3,75572.78,2,2,2,222,6,Hibernating,Purchased
C2510,Shivam Sharma,Female,59,Kolkata,West Bengal,2024-06-03,1,13,370009.21,5,5,4,554,14,Champions,Purchased
C2511,Shreya Jain,Female,21,Kanpur,Uttar Pradesh,2025-09-09,47,5,218405.63,4,3,3,433,10,Loyal Customers,Purchased
C2512,Yash Malhotra,Male,32,Nashik,Maharashtra,2023-06-09,107,6,278460.99,3,3,4,334,10,Loyal Customers,Purchased
C2513,Akash Srivastava,Female,44,Ahmedabad,Gujarat,2023-10-02,52,3,11319.46,4,2,1,421,7,New Customers,Purchased
C2514,Akash Yadav,Female,41,Kolkata,West Bengal,2025-02-28,214,7,277050.59,2,3,4,234,9,At Risk,Purchased
C2515,Divya Chauhan,Female,30,Panipat,Haryana,2025-09-20,266,10,338028.42,1,4,4,144,9,Can't Lose Them,Purchased
C2516,Ayush Saxena,Male,43,Nagpur,Maharashtra,2025-11-12,,,,,,,,,No Purchase,No Purchase
C2517,Divya Malhotra,Male,64,Agra,Uttar Pradesh,2023-05-12,395,5,115068.69,1,3,2,132,6,At Risk,Purchased
C2518,Amit Agarwal,Male,32,Patna,Bihar,2023-09-19,67,9,369588.99,3,4,4,344,11,Loyal Customers,Purchased
C2519,Sameer Kapoor,Male,28,Noida,Uttar Pradesh,2025-12-13,,,,,,,,,No Purchase,No Purchase
C2520,Ankit Saxena,Female,53,Mumbai,Maharashtra,2024-07-07,32,12,485393.55,4,4,5,445,13,Champions,Purchased
C2521,Rahul Mishra,Female,45,Delhi,Delhi,2025-07-01,27,9,771714.71,4,4,5,445,13,Champions,Purchased
C2522,Karan Chauhan,Male,51,Chennai,Tamil Nadu,2023-01-16,214,2,79872.84999999999,2,1,2,212,5,Hibernating,Purchased
C2523,Sameer Tiwari,Female,49,Gurugram,Haryana,2023-05-08,15,4,87556.28,5,2,2,522,9,New Customers,Purchased
C2524,Nisha Patel,Male,54,Durgapur,West Bengal,2023-08-12,57,2,52709.25000000001,4,1,2,412,7,New Customers,Purchased
C2525,Yash Kapoor,Female,53,Jodhpur,Rajasthan,2023-04-05,78,1,27622.72,3,1,1,311,5,Potential Loyalists,Purchased
C2526,Divya Shah,Male,47,Thane,Maharashtra,2025-09-02,106,4,7774.64,3,2,1,321,6,Potential Loyalists,Purchased
C2527,Divya Bansal,Female,39,New Delhi,Delhi,2025-05-29,91,9,270197.70999999996,3,4,4,344,11,Loyal Customers,Purchased
C2528,Aditi Saxena,Female,40,Hubballi,Karnataka,2024-03-03,70,16,945920.69,3,5,5,355,13,Loyal Customers,Purchased
C2529,Komal Sharma,Female,30,Prayagraj,Uttar Pradesh,2023-03-27,121,2,32613.02,2,1,1,211,4,Hibernating,Purchased
C2530,Sanjay Singh,Female,39,Nagpur,Maharashtra,2023-04-27,283,4,83116.74999999999,1,2,2,122,5,Hibernating,Purchased
C2531,Mohit Mishra,Male,47,Delhi,Delhi,2023-10-15,47,7,374721.22000000003,4,3,4,434,11,Loyal Customers,Purchased
C2532,Rahul Tiwari,Female,52,Kanpur,Uttar Pradesh,2025-03-07,11,6,102214.09,5,3,2,532,10,Potential Loyalists,Purchased
C2533,Pooja Agarwal,Male,55,Salem,Tamil Nadu,2025-05-27,87,7,97881.23000000001,3,3,2,332,8,Potential Loyalists,Purchased
C2534,Amit Srivastava,Male,36,Jodhpur,Rajasthan,2024-08-13,4,4,55478.1,5,2,2,522,9,New Customers,Purchased
C2535,Manish Patel,Female,53,Prayagraj,Uttar Pradesh,2025-09-20,2,9,521315.65,5,4,5,545,14,Champions,Purchased
C2536,Amit Yadav,Female,38,Madurai,Tamil Nadu,2025-10-13,181,5,250190.1,2,3,4,234,9,At Risk,Purchased
C2537,Rohit Tiwari,Female,35,Warangal,Telangana,2025-04-20,13,7,170691.03999999998,5,3,3,533,11,Loyal Customers,Purchased
C2538,Meera Mehta,Male,25,Siliguri,West Bengal,2023-03-28,,,,,,,,,No Purchase,No Purchase
C2539,Simran Agarwal,Female,30,Warangal,Telangana,2025-09-01,600,1,413.93,1,1,1,111,3,Hibernating,Purchased
C2540,Kavya Sharma,Male,50,Mangaluru,Karnataka,2025-09-21,17,27,666588.21,5,5,5,555,15,Champions,Purchased
C2541,Rakesh Kumar,Female,28,Warangal,Telangana,2024-09-05,52,3,98164.14,4,2,2,422,8,New Customers,Purchased
C2542,Divya Kumar,Female,21,Thane,Maharashtra,2024-10-18,35,14,452735.01999999996,4,5,5,455,14,Champions,Purchased
C2543,Sneha Agarwal,Female,31,New Delhi,Delhi,2025-05-03,573,2,126002.44,1,1,2,112,4,Hibernating,Purchased
C2544,Sneha Joshi,Female,65,Aurangabad,Maharashtra,2024-10-10,35,6,139154.75,4,3,3,433,10,Loyal Customers,Purchased
C2545,Aarav Mishra,Female,25,Hubballi,Karnataka,2024-01-12,,,,,,,,,No Purchase,No Purchase
C2546,Aarav Singh,Male,24,Bengaluru,Karnataka,2025-02-02,,,,,,,,,No Purchase,No Purchase
C2547,Pooja Yadav,Other,37,Aurangabad,Maharashtra,2025-05-09,127,13,163621.08000000002,2,5,3,253,10,At Risk,Purchased
C2548,Amit Jain,Female,36,Siliguri,West Bengal,2023-06-04,291,1,118237.44,1,1,2,112,4,Hibernating,Purchased
C2549,Pooja Chauhan,Male,62,New Delhi,Delhi,2025-01-14,187,4,22831.339999999997,2,2,1,221,5,Hibernating,Purchased
C2550,Shivam Agarwal,Male,29,Pune,Maharashtra,2023-07-09,86,16,463182.63,3,5,5,355,13,Loyal Customers,Purchased
C2551,Pooja Singh,Male,38,Kanpur,Uttar Pradesh,2024-09-21,62,10,257819.75,3,4,4,344,11,Loyal Customers,Purchased
C2552,Neha Mehta,Female,31,Bengaluru,Karnataka,2023-04-29,138,4,58074.979999999996,2,2,2,222,6,Hibernating,Purchased
C2553,Aarav Tiwari,Female,29,Delhi,Delhi,2025-12-22,189,6,353878.63,2,3,4,234,9,At Risk,Purchased
C2554,Rahul Bansal,Female,33,Delhi,Delhi,2025-01-01,40,18,380753.43,4,5,4,454,13,Champions,Purchased
C2555,Kavya Saxena,Male,30,Thane,Maharashtra,2024-05-29,71,4,111984.45999999999,3,2,2,322,7,Potential Loyalists,Purchased
C2556,Mohit Tiwari,Male,52,Siliguri,West Bengal,2024-07-05,50,12,464752.74,4,4,5,445,13,Champions,Purchased
C2557,Rahul Joshi,Female,55,Bhopal,Madhya Pradesh,2024-11-09,2,15,717712.74,5,5,5,555,15,Champions,Purchased
C2558,Divya Chauhan,Male,26,Madurai,Tamil Nadu,2023-05-17,13,9,384366.0,5,4,4,544,13,Champions,Purchased
C2559,Deepak Sharma,Male,41,Kota,Rajasthan,2024-07-12,84,9,178401.13,3,4,3,343,10,Loyal Customers,Purchased
C2560,Nisha Saxena,Male,30,Gurugram,Haryana,2025-02-22,7,2,201631.49000000002,5,1,3,513,9,New Customers,Purchased
C2561,Rakesh Srivastava,Male,59,Gaya,Bihar,2023-10-13,51,2,27555.06,4,1,1,411,6,New Customers,Purchased
C2562,Rohit Tiwari,Male,22,Rajkot,Gujarat,2024-06-08,41,9,234541.02000000002,4,4,3,443,11,Loyal Customers,Purchased
C2563,Priya Patel,Female,37,Panipat,Haryana,2023-12-28,47,19,786967.82,4,5,5,455,14,Champions,Purchased
